GO:0106414	mRNA dihydrouridine synthase activity	56931
GO:0004784	superoxide dismutase activity	6648
GO:0004784	superoxide dismutase activity	114757
GO:0031370	eukaryotic initiation factor 4G binding	1977
GO:0004782	sulfinoalanine decarboxylase activity	51380
GO:0005253	monoatomic anion channel activity	56262
GO:0005253	monoatomic anion channel activity	57192
GO:0005253	monoatomic anion channel activity	55283
GO:0005253	monoatomic anion channel activity	24145
GO:0005253	monoatomic anion channel activity	117159
GO:0004419	hydroxymethylglutaryl-CoA lyase activity	54511
GO:0004419	hydroxymethylglutaryl-CoA lyase activity	3155
GO:0004418	hydroxymethylbilane synthase activity	3145
GO:0047874	dolichyldiphosphatase activity	57171
GO:0004415	hyalurononglucosaminidase activity	23670
GO:0004415	hyalurononglucosaminidase activity	8372
GO:0004415	hyalurononglucosaminidase activity	3373
GO:0004415	hyalurononglucosaminidase activity	57214
GO:0004415	hyalurononglucosaminidase activity	8692
GO:0034596	phosphatidylinositol phosphate 4-phosphatase activity	22876
GO:0004416	hydroxyacylglutathione hydrolase activity	3029
GO:0004411	homogentisate 1,2-dioxygenase activity	3081
GO:0005412	D-glucose:sodium symporter activity	6523
GO:0005412	D-glucose:sodium symporter activity	6524
GO:0005412	D-glucose:sodium symporter activity	6527
GO:0005412	D-glucose:sodium symporter activity	6526
GO:0047988	hydroxyacid-oxoacid transhydrogenase activity	137872
GO:0004046	aminoacylase activity	95
GO:0004046	aminoacylase activity	91703
GO:0099103	channel activator activity	91689
GO:0099103	channel activator activity	9368
GO:0008940	nitrate reductase activity	54996
GO:0008940	nitrate reductase activity	10243
GO:0008940	nitrate reductase activity	64757
GO:0099104	potassium channel activator activity	10060
GO:0099104	potassium channel activator activity	440699
GO:0099104	potassium channel activator activity	207
GO:0008761	UDP-N-acetylglucosamine 2-epimerase activity	10020
GO:0005324	long-chain fatty acid transmembrane transporter activity	11001
GO:0005324	long-chain fatty acid transmembrane transporter activity	215
GO:0005324	long-chain fatty acid transmembrane transporter activity	5825
GO:0005324	long-chain fatty acid transmembrane transporter activity	10998
GO:0005324	long-chain fatty acid transmembrane transporter activity	948
GO:0005324	long-chain fatty acid transmembrane transporter activity	10999
GO:0005324	long-chain fatty acid transmembrane transporter activity	6513
GO:0005324	long-chain fatty acid transmembrane transporter activity	2171
GO:0005324	long-chain fatty acid transmembrane transporter activity	2167
GO:0005324	long-chain fatty acid transmembrane transporter activity	376497
GO:0005324	long-chain fatty acid transmembrane transporter activity	84879
GO:0005326	neurotransmitter transmembrane transporter activity	6582
GO:0005326	neurotransmitter transmembrane transporter activity	6581
GO:0005326	neurotransmitter transmembrane transporter activity	6580
GO:0005326	neurotransmitter transmembrane transporter activity	2030
GO:0005326	neurotransmitter transmembrane transporter activity	55315
GO:0005326	neurotransmitter transmembrane transporter activity	6532
GO:0005326	neurotransmitter transmembrane transporter activity	6530
GO:0005326	neurotransmitter transmembrane transporter activity	6531
GO:0005326	neurotransmitter transmembrane transporter activity	3177
GO:0008948	oxaloacetate decarboxylase activity	81889
GO:0008948	oxaloacetate decarboxylase activity	4199
GO:0004239	initiator methionyl aminopeptidase activity	284325
GO:0008768	UDP-sugar diphosphatase activity	84304
GO:0008160	protein tyrosine phosphatase activator activity	3486
GO:0008160	protein tyrosine phosphatase activator activity	945
GO:0008160	protein tyrosine phosphatase activator activity	5524
GO:0008160	protein tyrosine phosphatase activator activity	1462
GO:0061849	telomeric G-quadruplex DNA binding	641
GO:0061849	telomeric G-quadruplex DNA binding	7486
GO:0061849	telomeric G-quadruplex DNA binding	25913
GO:0048248	CXCR3 chemokine receptor binding	4283
GO:0048248	CXCR3 chemokine receptor binding	3627
GO:0048248	CXCR3 chemokine receptor binding	6373
GO:0048244	phytanoyl-CoA dioxygenase activity	5264
GO:0008168	methyltransferase activity	10196
GO:0008168	methyltransferase activity	79813
GO:0008168	methyltransferase activity	25895
GO:0008168	methyltransferase activity	64745
GO:0008168	methyltransferase activity	10419
GO:0140585	promoter-enhancer loop anchoring activity	10856
GO:0140585	promoter-enhancer loop anchoring activity	55167
GO:0140585	promoter-enhancer loop anchoring activity	27245
GO:0140585	promoter-enhancer loop anchoring activity	5094
GO:0042626	ATPase-coupled transmembrane transporter activity	10060
GO:0042626	ATPase-coupled transmembrane transporter activity	215
GO:0042626	ATPase-coupled transmembrane transporter activity	5825
GO:0042626	ATPase-coupled transmembrane transporter activity	5244
GO:0042626	ATPase-coupled transmembrane transporter activity	5243
GO:0042626	ATPase-coupled transmembrane transporter activity	9429
GO:0042626	ATPase-coupled transmembrane transporter activity	8714
GO:0042626	ATPase-coupled transmembrane transporter activity	1244
GO:0042626	ATPase-coupled transmembrane transporter activity	368
GO:0042626	ATPase-coupled transmembrane transporter activity	64241
GO:0042626	ATPase-coupled transmembrane transporter activity	64240
GO:0042626	ATPase-coupled transmembrane transporter activity	225
GO:0042626	ATPase-coupled transmembrane transporter activity	10928
GO:0042626	ATPase-coupled transmembrane transporter activity	10257
GO:0140587	chromatin loop anchoring activity	10664
GO:0140580	mitochondrion autophagosome adaptor activity	664
GO:0140581	P-type monovalent copper transporter activity	538
GO:0034594	phosphatidylinositol trisphosphate phosphatase activity	51763
GO:0003688	DNA replication origin binding	5000
GO:0003688	DNA replication origin binding	83743
GO:0003688	DNA replication origin binding	11143
GO:0003688	DNA replication origin binding	3329
GO:0003688	DNA replication origin binding	1663
GO:0003688	DNA replication origin binding	1660
GO:0000149	SNARE binding	55014
GO:0000149	SNARE binding	6857
GO:0000149	SNARE binding	23557
GO:0000149	SNARE binding	8417
GO:0000149	SNARE binding	6812
GO:0000149	SNARE binding	4905
GO:0000149	SNARE binding	55610
GO:0000149	SNARE binding	8775
GO:0000149	SNARE binding	11345
GO:0000149	SNARE binding	11132
GO:0000149	SNARE binding	8938
GO:0000149	SNARE binding	6622
GO:0000149	SNARE binding	51594
GO:0000149	SNARE binding	6844
GO:0000149	SNARE binding	10490
GO:0050459	ethanolamine-phosphate phospho-lyase activity	64850
GO:0004301	epoxide hydrolase activity	2053
GO:0004301	epoxide hydrolase activity	2052
GO:0004301	epoxide hydrolase activity	4048
GO:0004300	enoyl-CoA hydratase activity	3295
GO:0004300	enoyl-CoA hydratase activity	549
GO:0004300	enoyl-CoA hydratase activity	79746
GO:0004300	enoyl-CoA hydratase activity	1892
GO:0005528	FK506 binding	2280
GO:0005528	FK506 binding	2281
GO:0005528	FK506 binding	51661
GO:0005528	FK506 binding	60681
GO:0036185	13-lipoxin reductase activity	22949
GO:0004305	ethanolamine kinase activity	1119
GO:0004305	ethanolamine kinase activity	55500
GO:0140031	phosphorylation-dependent protein binding	8835
GO:0140031	phosphorylation-dependent protein binding	11073
GO:0140031	phosphorylation-dependent protein binding	30837
GO:0140031	phosphorylation-dependent protein binding	4683
GO:0004307	ethanolaminephosphotransferase activity	10390
GO:0004307	ethanolaminephosphotransferase activity	85465
GO:0140033	acetylation-dependent protein binding	6046
GO:0140033	acetylation-dependent protein binding	2033
GO:0005522	profilin binding	27445
GO:0005522	profilin binding	1627
GO:0005522	profilin binding	51466
GO:0005251	delayed rectifier potassium channel activity	9992
GO:0005251	delayed rectifier potassium channel activity	3746
GO:0005251	delayed rectifier potassium channel activity	3753
GO:0005251	delayed rectifier potassium channel activity	3745
GO:0005251	delayed rectifier potassium channel activity	3742
GO:0005251	delayed rectifier potassium channel activity	3757
GO:0005251	delayed rectifier potassium channel activity	3741
GO:0005251	delayed rectifier potassium channel activity	27133
GO:0005251	delayed rectifier potassium channel activity	3737
GO:0005251	delayed rectifier potassium channel activity	3736
GO:0005251	delayed rectifier potassium channel activity	3756
GO:0005251	delayed rectifier potassium channel activity	9312
GO:0005520	insulin-like growth factor binding	3480
GO:0005521	lamin binding	26993
GO:0005521	lamin binding	665
GO:0005521	lamin binding	5317
GO:0005521	lamin binding	3429
GO:0005521	lamin binding	25777
GO:0005254	chloride channel activity	57348
GO:0005254	chloride channel activity	284129
GO:0005254	chloride channel activity	1080
GO:0005254	chloride channel activity	116369
GO:0005254	chloride channel activity	246213
GO:0005254	chloride channel activity	94015
GO:0005254	chloride channel activity	256471
GO:0005254	chloride channel activity	8542
GO:0005254	chloride channel activity	2561
GO:0005254	chloride channel activity	1192
GO:0005254	chloride channel activity	4948
GO:0005254	chloride channel activity	2566
GO:0005254	chloride channel activity	9022
GO:0005254	chloride channel activity	54831
GO:0005254	chloride channel activity	23155
GO:0005254	chloride channel activity	7809
GO:0005254	chloride channel activity	57084
GO:0005254	chloride channel activity	54102
GO:0005254	chloride channel activity	80727
GO:0005254	chloride channel activity	6509
GO:0005254	chloride channel activity	55107
GO:0005254	chloride channel activity	1187
GO:0005254	chloride channel activity	1182
GO:0005254	chloride channel activity	1183
GO:0005254	chloride channel activity	7439
GO:0005254	chloride channel activity	57030
GO:0005524	ATP binding	215
GO:0005524	ATP binding	50488
GO:0005524	ATP binding	11194
GO:0005524	ATP binding	3758
GO:0005524	ATP binding	10295
GO:0005524	ATP binding	54938
GO:0005524	ATP binding	6261
GO:0005524	ATP binding	5190
GO:0005524	ATP binding	3320
GO:0005524	ATP binding	8986
GO:0005524	ATP binding	498
GO:0005524	ATP binding	3326
GO:0005524	ATP binding	9024
GO:0005524	ATP binding	9775
GO:0005524	ATP binding	23617
GO:0005524	ATP binding	491
GO:0005524	ATP binding	22836
GO:0005524	ATP binding	25
GO:0005524	ATP binding	150094
GO:0005524	ATP binding	20
GO:0005524	ATP binding	9448
GO:0005524	ATP binding	23
GO:0005524	ATP binding	3795
GO:0005524	ATP binding	4671
GO:0005524	ATP binding	8711
GO:0005524	ATP binding	540
GO:0005524	ATP binding	51776
GO:0005524	ATP binding	114548
GO:0005524	ATP binding	728642
GO:0005524	ATP binding	10588
GO:0005524	ATP binding	2011
GO:0005524	ATP binding	23604
GO:0005524	ATP binding	11183
GO:0005524	ATP binding	3764
GO:0005524	ATP binding	9064
GO:0005524	ATP binding	11184
GO:0005524	ATP binding	3767
GO:0005524	ATP binding	221823
GO:0005524	ATP binding	6996
GO:0005524	ATP binding	10054
GO:0005524	ATP binding	7046
GO:0005524	ATP binding	5756
GO:0005524	ATP binding	9361
GO:0005524	ATP binding	3643
GO:0005524	ATP binding	65125
GO:0005524	ATP binding	3416
GO:0005524	ATP binding	6794
GO:0005524	ATP binding	7442
GO:0005524	ATP binding	6792
GO:0005524	ATP binding	8877
GO:0005524	ATP binding	3035
GO:0005524	ATP binding	6560
GO:0005524	ATP binding	54974
GO:0005524	ATP binding	9677
GO:0005524	ATP binding	4830
GO:0005524	ATP binding	9578
GO:0005524	ATP binding	1660
GO:0005524	ATP binding	9263
GO:0005524	ATP binding	9262
GO:0005524	ATP binding	4076
GO:0005524	ATP binding	65268
GO:0005524	ATP binding	170506
GO:0005524	ATP binding	65266
GO:0005524	ATP binding	65018
GO:0005524	ATP binding	984
GO:0005524	ATP binding	8444
GO:0005524	ATP binding	8445
GO:0005524	ATP binding	23262
GO:0005524	ATP binding	4650
GO:0005524	ATP binding	3309
GO:0005524	ATP binding	3304
GO:0005524	ATP binding	833
GO:0005524	ATP binding	5166
GO:0005524	ATP binding	22858
GO:0005524	ATP binding	790
GO:0005524	ATP binding	6789
GO:0005524	ATP binding	6788
GO:0005524	ATP binding	5567
GO:0005524	ATP binding	2987
GO:0005524	ATP binding	27032
GO:0005524	ATP binding	5571
GO:0005524	ATP binding	51750
GO:0005524	ATP binding	81788
GO:0005524	ATP binding	368
GO:0005524	ATP binding	9113
GO:0005524	ATP binding	2074
GO:0005524	ATP binding	58484
GO:0005524	ATP binding	4217
GO:0005524	ATP binding	55728
GO:0005524	ATP binding	2937
GO:0005524	ATP binding	10595
GO:0005524	ATP binding	9252
GO:0005524	ATP binding	10783
GO:0005524	ATP binding	11213
GO:0005524	ATP binding	197259
GO:0005524	ATP binding	4626
GO:0005524	ATP binding	4627
GO:0005524	ATP binding	4628
GO:0005524	ATP binding	5825
GO:0005524	ATP binding	3312
GO:0005524	ATP binding	157285
GO:0005524	ATP binding	22978
GO:0005524	ATP binding	3508
GO:0005524	ATP binding	283629
GO:0005524	ATP binding	22983
GO:0005524	ATP binding	1841
GO:0005524	ATP binding	8892
GO:0005524	ATP binding	5243
GO:0005524	ATP binding	51422
GO:0005524	ATP binding	641
GO:0005524	ATP binding	5871
GO:0005524	ATP binding	65267
GO:0005524	ATP binding	23387
GO:0005524	ATP binding	4139
GO:0005524	ATP binding	538
GO:0005524	ATP binding	3611
GO:0005524	ATP binding	51765
GO:0005524	ATP binding	10654
GO:0005524	ATP binding	11011
GO:0005524	ATP binding	11344
GO:0005524	ATP binding	83942
GO:0005524	ATP binding	4436
GO:0005524	ATP binding	4430
GO:0005524	ATP binding	9874
GO:0005524	ATP binding	399687
GO:0005524	ATP binding	4940
GO:0005524	ATP binding	11153
GO:0005524	ATP binding	1981
GO:0005524	ATP binding	5230
GO:0005524	ATP binding	5232
GO:0005524	ATP binding	8491
GO:0005524	ATP binding	116986
GO:0005524	ATP binding	7150
GO:0005524	ATP binding	657
GO:0005524	ATP binding	10914
GO:0005524	ATP binding	23012
GO:0005524	ATP binding	25902
GO:0005524	ATP binding	658
GO:0005524	ATP binding	2584
GO:0005524	ATP binding	79646
GO:0005524	ATP binding	23139
GO:0005524	ATP binding	81629
GO:0005524	ATP binding	8467
GO:0005524	ATP binding	79834
GO:0005524	ATP binding	26524
GO:0005524	ATP binding	91
GO:0005524	ATP binding	90
GO:0005524	ATP binding	2956
GO:0005524	ATP binding	8476
GO:0005524	ATP binding	23235
GO:0005524	ATP binding	94
GO:0005524	ATP binding	4931
GO:0005524	ATP binding	5347
GO:0005524	ATP binding	1021
GO:0005524	ATP binding	10845
GO:0005524	ATP binding	8566
GO:0005524	ATP binding	19
GO:0005524	ATP binding	4939
GO:0005524	ATP binding	5189
GO:0005524	ATP binding	83903
GO:0005524	ATP binding	9943
GO:0005524	ATP binding	29789
GO:0005524	ATP binding	83983
GO:0005524	ATP binding	55149
GO:0005524	ATP binding	22880
GO:0005524	ATP binding	22861
GO:0005524	ATP binding	10000
GO:0005524	ATP binding	55361
GO:0005524	ATP binding	5292
GO:0005524	ATP binding	9619
GO:0005524	ATP binding	6891
GO:0005524	ATP binding	6890
GO:0005524	ATP binding	5524
GO:0005524	ATP binding	5213
GO:0005524	ATP binding	6897
GO:0005524	ATP binding	5211
GO:0005524	ATP binding	64241
GO:0005524	ATP binding	64240
GO:0005524	ATP binding	5888
GO:0005524	ATP binding	27183
